time,x,y,z,yaw_deg,onboard_active_gate_id,referee_active_gate_id,distance_to_gate,bearing_error,vertical_error,command_surge,command_sway,command_heave,command_yaw
23.833,5.9716,2.0010,-5.2500,-179.6495,2,3,0.0284,177.6234,0.0000,0.0000,0.0000,0.0000,0.8000
23.867,5.9672,1.9980,-5.2500,-178.2692,2,3,0.0329,-178.2450,0.0000,0.0000,0.0000,0.0000,-0.8000
23.900,5.9629,1.9951,-5.2500,-177.1771,2,3,0.0375,-175.3481,0.0000,0.0000,0.0000,0.0000,-0.8000
23.933,5.9587,1.9924,-5.2500,-176.3658,2,3,0.0420,-173.1821,0.0000,0.0000,0.0000,0.0000,-0.8000
23.967,5.9547,1.9898,-5.2500,-175.8284,2,3,0.0465,-171.4373,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.000,5.9508,1.9873,-5.2500,-175.5581,2,3,0.0508,-169.9193,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.033,5.9470,1.9849,-5.2500,-175.5481,2,3,0.0551,-168.5032,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.067,5.9434,1.9826,-5.2500,-175.7921,2,3,0.0592,-167.1056,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.100,5.9399,1.9804,-5.2500,-176.2835,2,3,0.0632,-165.6702,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.133,5.9365,1.9784,-5.2500,-177.0163,2,3,0.0671,-164.1582,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.167,5.9332,1.9764,-5.2500,-177.9844,2,3,0.0708,-162.5424,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.200,5.9301,1.9745,-5.2500,-179.1818,2,3,0.0744,-160.8037,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.233,5.9270,1.9728,-5.2500,179.3971,2,3,0.0779,-158.9288,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.267,5.9241,1.9711,-5.2500,177.7579,2,3,0.0813,-156.9081,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.300,5.9212,1.9695,-5.2500,175.9061,2,3,0.0845,-154.7353,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.333,5.9185,1.9680,-5.2500,173.8471,2,3,0.0876,-152.4057,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.367,5.9158,1.9666,-5.2500,171.5860,2,3,0.0906,-149.9167,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.400,5.9133,1.9652,-5.2500,169.1279,2,3,0.0934,-147.2664,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.433,5.9109,1.9640,-5.2500,166.4778,2,3,0.0961,-144.4541,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.467,5.9086,1.9628,-5.2500,163.6404,2,3,0.0987,-141.4796,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.500,5.9063,1.9616,-5.2500,160.6204,2,3,0.1012,-138.3429,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.533,5.9042,1.9606,-5.2500,157.4225,2,3,0.1036,-135.0447,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.567,5.9022,1.9596,-5.2500,154.0511,2,3,0.1058,-131.5858,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.600,5.9003,1.9586,-5.2500,150.5105,2,3,0.1079,-127.9669,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.633,5.8985,1.9577,-5.2500,146.8050,2,3,0.1099,-124.1892,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.667,5.8968,1.9569,-5.2500,142.9387,2,3,0.1118,-120.2538,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.700,5.8952,1.9560,-5.2500,138.9156,2,3,0.1136,-116.1616,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.733,5.8937,1.9553,-5.2500,134.7398,2,3,0.1153,-111.9140,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.767,5.8923,1.9545,-5.2500,130.4150,2,3,0.1169,-107.5119,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.800,5.8910,1.9538,-5.2500,125.9450,2,3,0.1184,-102.9565,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.833,5.8898,1.9530,-5.2500,121.3333,2,3,0.1198,-98.2491,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.867,5.8887,1.9523,-5.2500,116.5837,2,3,0.1211,-93.3909,-0.0000,0.0000,0.0000,-0.0000,-0.8000
24.900,5.8877,1.9516,-5.2500,111.6994,2,3,0.1223,-88.3832,-0.0000,0.1500,0.0000,-0.0000,-0.8000
24.933,5.8866,1.9513,-5.2500,106.6840,2,3,0.1234,-83.4482,-0.0000,0.1500,0.0000,-0.0000,-0.8000
24.967,5.8855,1.9515,-5.2500,101.5407,2,3,0.1244,-78.5731,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.000,5.8843,1.9520,-5.2500,96.2726,2,3,0.1252,-73.7459,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.033,5.8832,1.9530,-5.2500,90.8830,2,3,0.1259,-68.9552,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.067,5.8821,1.9543,-5.2500,85.3749,2,3,0.1264,-64.1900,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.100,5.8812,1.9560,-5.2500,79.7513,2,3,0.1267,-59.4408,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.133,5.8804,1.9581,-5.2500,74.0150,2,3,0.1268,-54.6979,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.167,5.8797,1.9604,-5.2500,68.1689,2,3,0.1266,-49.9530,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.200,5.8793,1.9631,-5.2500,62.2157,2,3,0.1262,-45.1981,-0.0000,0.1500,0.0000,-0.0000,-0.8000
25.233,5.8791,1.9659,-5.2500,56.1582,2,3,0.1256,-40.4257,-0.0000,0.1500,0.0000,-0.0000,-0.7761
25.267,5.8792,1.9690,-5.2500,50.0064,2,3,0.1247,-35.6366,-0.0000,0.1500,0.0000,-0.0000,-0.6842
25.300,5.8795,1.9723,-5.2500,43.7919,2,3,0.1236,-30.8541,-0.0000,0.1500,0.0000,-0.0000,-0.5924
25.333,5.8802,1.9757,-5.2500,37.5452,2,3,0.1222,-26.1016,-0.0000,0.1500,0.0000,-0.0000,-0.5011
25.367,5.8811,1.9793,-5.2500,31.2960,2,3,0.1206,-21.4020,-0.0000,0.1500,0.0000,-0.0000,-0.4109
25.400,5.8824,1.9829,-5.2500,25.0728,2,3,0.1188,-16.7775,-0.0000,0.1500,0.0000,-0.0000,-0.3221
25.433,5.8840,1.9865,-5.2500,18.9031,2,3,0.1168,-12.2498,-0.0000,0.1500,0.0000,-0.0000,-0.2352
25.467,5.8860,1.9901,-5.2500,12.8130,2,3,0.1145,-7.8396,-0.0000,0.1500,0.0000,-0.0000,-0.1505
25.500,5.8882,1.9936,-5.2500,6.8272,2,3,0.1120,-3.5668,-0.0000,0.1500,0.0000,-0.0000,-0.0685
25.533,5.8908,1.9971,-5.2500,0.9693,2,3,0.1092,0.5502,-0.0000,0.1500,0.0000,-0.0000,0.0106
25.567,5.8937,2.0005,-5.2500,-4.7392,2,3,0.1063,4.4937,-0.0000,0.1500,0.0000,-0.0000,0.0863
25.600,5.8969,2.0037,-5.2500,-10.2779,2,3,0.1031,8.2477,-0.0000,0.1500,0.0000,-0.0000,0.1583
25.633,5.9004,2.0067,-5.2500,-15.6282,2,3,0.0998,11.7972,-0.0000,0.1500,0.0000,-0.0000,0.2265
25.667,5.9042,2.0095,-5.2500,-20.7733,2,3,0.0962,15.1284,-0.0000,0.1500,0.0000,-0.0000,0.2904
25.700,5.9083,2.0120,-5.2500,-25.6981,2,3,0.0925,18.2293,-0.0000,0.1500,0.0000,-0.0000,0.3500
25.733,5.9126,2.0143,-5.2500,-30.3891,2,3,0.0886,21.0888,-0.0000,0.1500,0.0000,-0.0000,0.4049
25.767,5.9172,2.0163,-5.2500,-34.8348,2,3,0.0844,23.6967,-0.0000,0.1500,0.0000,-0.0000,0.4549
25.800,5.9219,2.0180,-5.2500,-39.0254,2,3,0.0801,26.0444,-0.0000,0.1500,0.0000,-0.0000,0.5000
25.833,5.9269,2.0194,-5.2500,-42.9530,2,3,0.0757,28.1235,-0.0000,0.1500,0.0000,-0.0000,0.5399
25.867,5.9320,2.0204,-5.2500,-46.6116,2,3,0.0710,29.9264,-0.0000,0.1500,0.0000,-0.0000,0.5745
25.900,5.9372,2.0211,-5.2500,-49.9967,2,3,0.0662,31.4452,-0.0000,0.1500,0.0000,-0.0000,0.6037
25.933,5.9426,2.0214,-5.2500,-53.1060,2,3,0.0613,32.6708,-0.0000,0.1500,0.0000,-0.0000,0.6272
25.967,5.9481,2.0213,-5.2500,-55.9389,2,3,0.0561,33.5917,-0.0000,0.1500,0.0000,-0.0000,0.6449
26.000,5.9537,2.0209,-5.2500,-58.4967,2,3,0.0508,34.1923,-0.0000,0.1500,0.0000,-0.0000,0.6564
26.033,5.9593,2.0201,-5.2500,-60.7825,2,3,0.0454,34.4470,-0.0000,0.1500,0.0000,-0.0000,0.6613
26.067,5.9650,2.0190,-5.2500,-62.8016,2,3,0.0398,34.3131,-0.0000,0.1500,0.0000,-0.0000,0.6588
26.100,5.9707,2.0175,-5.2500,-64.5615,2,3,0.0341,33.7149,-0.0000,0.1500,0.0000,-0.0000,0.6473
26.133,5.9765,2.0156,-5.2500,-66.0722,2,3,0.0282,32.5010,-0.0000,0.1500,0.0000,-0.0000,0.6240
26.167,5.9823,2.0134,-5.2500,-67.3473,2,3,0.0222,30.3405,-0.0000,0.1500,0.0000,-0.0000,0.5825
26.200,5.9881,2.0108,-5.2500,-68.4059,2,3,0.0161,26.3624,-0.0000,0.1500,0.0000,-0.0000,0.5061
26.233,5.9938,2.0078,-5.2500,-69.2776,2,3,0.0100,17.4932,-0.0000,0.1500,0.0000,-0.0000,0.3358
26.267,5.9996,2.0046,-5.2500,-70.0211,2,3,0.0046,-14.7713,-0.0000,0.1500,0.0000,-0.0000,-0.2836
26.300,6.0053,2.0010,-5.2500,-70.8358,2,3,0.0054,-98.9439,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.333,6.0108,1.9975,-5.2500,-71.8839,2,3,0.0111,-121.3900,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.367,6.0160,1.9941,-5.2500,-73.1593,2,3,0.0171,-127.1185,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.400,6.0211,1.9908,-5.2500,-74.6564,2,3,0.0230,-128.9121,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.433,6.0259,1.9876,-5.2500,-76.3696,2,3,0.0287,-129.1222,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.467,6.0306,1.9846,-5.2500,-78.2936,2,3,0.0342,-128.4724,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.500,6.0350,1.9816,-5.2500,-80.4230,2,3,0.0395,-127.2577,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.533,6.0393,1.9788,-5.2500,-82.7528,2,3,0.0447,-125.6218,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.567,6.0434,1.9760,-5.2500,-85.2778,2,3,0.0496,-123.6431,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.600,6.0473,1.9734,-5.2500,-87.9932,2,3,0.0543,-121.3705,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.633,6.0510,1.9709,-5.2500,-90.8942,2,3,0.0588,-118.8345,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.667,6.0546,1.9684,-5.2500,-93.9762,2,3,0.0631,-116.0569,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.700,6.0580,1.9661,-5.2500,-97.2346,2,3,0.0672,-113.0534,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.733,6.0613,1.9639,-5.2500,-100.6650,2,3,0.0712,-109.8361,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.767,6.0645,1.9618,-5.2500,-104.2631,2,3,0.0750,-106.4142,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.800,6.0675,1.9597,-5.2500,-108.0246,2,3,0.0786,-102.7954,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.833,6.0704,1.9578,-5.2500,-111.9455,2,3,0.0820,-98.9861,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.867,6.0731,1.9560,-5.2500,-116.0218,2,3,0.0853,-94.9920,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.900,6.0758,1.9544,-5.2500,-120.2495,2,3,0.0885,-90.8178,-0.0000,0.0000,0.0000,-0.0000,-0.8000
26.933,6.0783,1.9528,-5.2500,-124.6250,2,3,0.0915,-86.4677,-0.0000,0.1500,0.0000,-0.0000,-0.8000
26.967,6.0805,1.9509,-5.2500,-129.1443,2,3,0.0943,-82.2347,-0.0000,0.1500,0.0000,-0.0000,-0.8000
27.000,6.0823,1.9488,-5.2500,-133.8041,2,3,0.0969,-78.0868,-0.0000,0.1500,0.0000,-0.0000,-0.8000
27.033,6.0837,1.9465,-5.2500,-138.6006,2,3,0.0994,-73.9982,-0.0000,0.1500,0.0000,-0.0000,-0.8000
27.067,6.0848,1.9440,-5.2500,-143.5306,2,3,0.1016,-69.9470,0.0000,0.1500,0.0000,0.0000,-0.8000
27.100,6.0854,1.9413,-5.2500,-148.5906,2,3,0.1036,-65.9156,0.0000,0.1500,0.0000,0.0000,-0.8000
27.133,6.0856,1.9386,-5.2500,-153.7774,2,3,0.1054,-61.8887,0.0000,0.1500,0.0000,0.0000,-0.8000
27.167,6.0854,1.9358,-5.2500,-159.0878,2,3,0.1069,-57.8536,0.0000,0.1500,0.0000,0.0000,-0.8000
27.200,6.0849,1.9329,-5.2500,-164.5187,2,3,0.1082,-53.7999,0.0000,0.1500,0.0000,0.0000,-0.8000
27.233,6.0839,1.9301,-5.2500,-170.0671,2,3,0.1092,-49.7180,0.0000,0.1500,0.0000,0.0000,-0.8000
27.267,6.0826,1.9274,-5.2500,-175.7300,2,3,0.1099,-45.6001,0.0000,0.1500,0.0000,0.0000,-0.8000
27.300,6.0809,1.9248,-5.2500,178.4954,2,3,0.1104,-41.4390,0.0000,0.1500,0.0000,0.0000,-0.7956
27.333,6.0788,1.9223,-5.2500,172.6134,2,3,0.1107,-37.2298,0.0000,0.1500,0.0000,0.0000,-0.7148
27.367,6.0764,1.9199,-5.2500,166.6522,2,3,0.1107,-32.9933,0.0000,0.1500,0.0000,0.0000,-0.6334
27.400,6.0737,1.9178,-5.2500,160.6395,2,3,0.1104,-28.7506,0.0000,0.1500,0.0000,0.0000,-0.5520
27.433,6.0708,1.9159,-5.2500,154.6023,2,3,0.1099,-24.5227,0.0000,0.1500,0.0000,0.0000,-0.4708
27.467,6.0675,1.9143,-5.2500,148.5669,2,3,0.1091,-20.3305,0.0000,0.1500,0.0000,0.0000,-0.3903
27.500,6.0641,1.9129,-5.2500,142.5587,2,3,0.1081,-16.1945,0.0000,0.1500,0.0000,0.0000,-0.3109
27.533,6.0605,1.9119,-5.2500,136.6022,2,3,0.1069,-12.1344,0.0000,0.1500,0.0000,0.0000,-0.2330
27.567,6.0567,1.9112,-5.2500,130.7206,2,3,0.1054,-8.1695,0.0000,0.1500,0.0000,0.0000,-0.1568
27.600,6.0528,1.9108,-5.2500,124.9363,2,3,0.1036,-4.3182,0.0000,0.1500,0.0000,0.0000,-0.0829
27.633,6.0488,1.9108,-5.2500,119.2701,2,3,0.1017,-0.5980,0.0000,0.1500,0.0000,0.0000,-0.0115
27.667,6.0447,1.9111,-5.2500,113.7417,2,3,0.0995,2.9746,0.0000,0.1500,0.0000,0.0000,0.0571
27.700,6.0406,1.9119,-5.2500,108.3693,2,3,0.0971,6.3841,0.0000,0.1500,0.0000,0.0000,0.1226
27.733,6.0366,1.9129,-5.2500,103.1699,2,3,0.0944,9.6159,0.0000,0.1500,0.0000,0.0000,0.1846
27.767,6.0325,1.9144,-5.2500,98.1587,2,3,0.0916,12.6568,0.0000,0.1500,0.0000,0.0000,0.2430
27.800,6.0286,1.9163,-5.2500,93.3495,2,3,0.0885,15.4949,0.0000,0.1500,0.0000,0.0000,0.2975
27.833,6.0247,1.9185,-5.2500,88.7546,2,3,0.0852,18.1179,0.0000,0.1500,0.0000,0.0000,0.3478
27.867,6.0210,1.9210,-5.2500,84.3845,2,3,0.0817,20.5162,0.0000,0.1500,0.0000,0.0000,0.3939
27.900,6.0175,1.9239,-5.2500,80.2483,2,3,0.0781,22.6795,0.0000,0.1500,0.0000,0.0000,0.4354
27.933,6.0141,1.9272,-5.2500,76.3532,2,3,0.0742,24.5990,0.0000,0.1500,0.0000,0.0000,0.4723
27.967,6.0109,1.9307,-5.2500,72.7051,2,3,0.0701,26.2648,0.0000,0.1500,0.0000,0.0000,0.5042
28.000,6.0080,1.9346,-5.2500,69.3078,2,3,0.0659,27.6674,0.0000,0.1500,0.0000,0.0000,0.5312
28.033,6.0053,1.9388,-5.2500,66.1636,2,3,0.0614,28.7954,0.0000,0.1500,0.0000,0.0000,0.5528
28.067,6.0029,1.9433,-5.2500,63.2732,2,3,0.0568,29.6347,0.0000,0.1500,0.0000,0.0000,0.5689
28.100,6.0007,1.9480,-5.2500,60.6352,2,3,0.0520,30.1656,0.0000,0.1500,0.0000,0.0000,0.5791
28.133,5.9989,1.9530,-5.2500,58.2467,2,3,0.0470,30.3593,0.0000,0.1500,0.0000,0.0000,0.5829
28.167,5.9973,1.9582,-5.2500,56.1026,2,3,0.0419,30.1706,0.0000,0.1500,0.0000,0.0000,0.5792
28.200,5.9960,1.9636,-5.2500,54.1957,2,3,0.0366,29.5221,0.0000,0.1500,0.0000,0.0000,0.5668
28.233,5.9950,1.9693,-5.2500,52.5161,2,3,0.0311,28.2745,0.0000,0.1500,0.0000,0.0000,0.5428
28.267,5.9943,1.9751,-5.2500,51.0505,2,3,0.0255,26.1497,0.0000,0.1500,0.0000,0.0000,0.5020
28.300,5.9940,1.9811,-5.2500,49.7807,2,3,0.0198,22.5283,0.0000,0.1500,0.0000,0.0000,0.4325
28.333,5.9939,1.9873,-5.2500,48.6797,2,3,0.0141,15.7353,0.0000,0.1500,0.0000,0.0000,0.3021
28.367,5.9942,1.9936,-5.2500,47.7021,2,3,0.0087,-0.1499,0.0000,0.1500,0.0000,0.0000,-0.0029
28.400,5.9947,2.0001,-5.2500,46.7479,2,3,0.0053,-47.5314,0.0000,0.1500,0.0000,0.0000,-0.8000
28.433,5.9956,2.0066,-5.2500,45.5640,2,3,0.0080,-102.0073,0.0000,0.0000,0.0000,0.0000,-0.8000
28.467,5.9965,2.0129,-5.2500,44.1561,2,3,0.0134,-118.9277,0.0000,0.0000,0.0000,0.0000,-0.8000
28.500,5.9973,2.0190,-5.2500,42.5299,2,3,0.0192,-124.5705,0.0000,0.0000,0.0000,0.0000,-0.8000
28.533,5.9982,2.0248,-5.2500,40.6907,2,3,0.0249,-126.5358,0.0000,0.0000,0.0000,0.0000,-0.8000
28.567,5.9990,2.0304,-5.2500,38.6439,2,3,0.0305,-126.8298,0.0000,0.0000,0.0000,0.0000,-0.8000
28.600,5.9999,2.0358,-5.2500,36.3948,2,3,0.0358,-126.1728,0.0000,0.0000,0.0000,0.0000,-0.8000
28.633,6.0007,2.0410,-5.2500,33.9483,2,3,0.0410,-124.8848,0.0000,0.0000,0.0000,0.0000,-0.8000
28.667,6.0015,2.0459,-5.2500,31.3095,2,3,0.0460,-123.1288,0.0000,0.0000,0.0000,0.0000,-0.8000
28.700,6.0022,2.0507,-5.2500,28.4832,2,3,0.0507,-120.9988,0.0000,0.0000,0.0000,0.0000,-0.8000
28.733,6.0030,2.0552,-5.2500,25.4740,2,3,0.0553,-118.5521,0.0000,0.0000,0.0000,0.0000,-0.8000
28.767,6.0037,2.0596,-5.2500,22.2866,2,3,0.0597,-115.8266,-0.0000,0.0000,0.0000,-0.0000,-0.8000
28.800,6.0044,2.0638,-5.2500,18.9255,2,3,0.0639,-112.8479,-0.0000,0.0000,0.0000,-0.0000,-0.8000
28.833,6.0050,2.0677,-5.2500,15.3949,2,3,0.0679,-109.6356,-0.0000,0.0000,0.0000,-0.0000,-0.8000
28.867,6.0056,2.0715,-5.2500,11.6991,2,3,0.0718,-106.2036,-0.0000,0.0000,0.0000,-0.0000,-0.8000
28.900,6.0062,2.0752,-5.2500,7.8423,2,3,0.0754,-102.5633,0.0000,0.0000,0.0000,0.0000,-0.8000
28.933,6.0067,2.0787,-5.2500,3.8286,2,3,0.0790,-98.7234,0.0000,0.0000,0.0000,0.0000,-0.8000
28.967,6.0072,2.0820,-5.2500,-0.3382,2,3,0.0823,-94.6918,0.0000,0.0000,0.0000,0.0000,-0.8000
29.000,6.0076,2.0852,-5.2500,-4.6542,2,3,0.0855,-90.4743,0.0000,0.0000,0.0000,0.0000,-0.8000
29.033,6.0080,2.0882,-5.2500,-9.1157,2,3,0.0886,-86.0766,0.0000,0.1500,0.0000,0.0000,-0.8000
29.067,6.0088,2.0910,-5.2500,-13.7189,2,3,0.0914,-81.8012,0.0000,0.1500,0.0000,0.0000,-0.8000
29.100,6.0100,2.0936,-5.2500,-18.4604,2,3,0.0941,-77.6147,0.0000,0.1500,0.0000,0.0000,-0.8000
29.133,6.0115,2.0959,-5.2500,-23.3367,2,3,0.0966,-73.4896,0.0000,0.1500,0.0000,0.0000,-0.8000
29.167,6.0133,2.0980,-5.2500,-28.3444,2,3,0.0989,-69.4041,0.0000,0.1500,0.0000,0.0000,-0.8000
29.200,6.0155,2.0997,-5.2500,-33.4802,2,3,0.1009,-65.3388,0.0000,0.1500,0.0000,0.0000,-0.8000
29.233,6.0179,2.1012,-5.2500,-38.7408,2,3,0.1027,-61.2788,0.0000,0.1500,0.0000,0.0000,-0.8000
29.267,6.0205,2.1022,-5.2500,-44.1232,2,3,0.1043,-57.2110,0.0000,0.1500,0.0000,0.0000,-0.8000
29.300,6.0233,2.1030,-5.2500,-49.6243,2,3,0.1056,-53.1244,0.0000,0.1500,0.0000,0.0000,-0.8000
29.333,6.0262,2.1033,-5.2500,-55.2412,2,3,0.1066,-49.0094,0.0000,0.1500,0.0000,0.0000,-0.8000
29.367,6.0293,2.1033,-5.2500,-60.9708,2,3,0.1074,-44.8582,0.0000,0.1500,0.0000,0.0000,-0.8000
29.400,6.0324,2.1029,-5.2500,-66.8104,2,3,0.1079,-40.6631,0.0000,0.1500,0.0000,0.0000,-0.7807
29.433,6.0355,2.1022,-5.2500,-72.7511,2,3,0.1082,-36.4243,0.0000,0.1500,0.0000,0.0000,-0.6993
29.467,6.0386,2.1011,-5.2500,-78.7647,2,3,0.1082,-32.1628,0.0000,0.1500,0.0000,0.0000,-0.6175
29.500,6.0417,2.0996,-5.2500,-84.8234,2,3,0.1080,-27.8992,0.0000,0.1500,0.0000,0.0000,-0.5356
29.533,6.0447,2.0977,-5.2500,-90.9003,2,3,0.1075,-23.6550,0.0000,0.1500,0.0000,0.0000,-0.4541
29.567,6.0475,2.0956,-5.2500,-96.9691,2,3,0.1067,-19.4508,0.0000,0.1500,0.0000,0.0000,-0.3734
29.600,6.0501,2.0931,-5.2500,-103.0045,2,3,0.1057,-15.3070,0.0000,0.1500,0.0000,0.0000,-0.2939
29.633,6.0526,2.0903,-5.2500,-108.9822,2,3,0.1045,-11.2436,0.0000,0.1500,0.0000,0.0000,-0.2159
29.667,6.0548,2.0872,-5.2500,-114.8790,2,3,0.1030,-7.2795,0.0000,0.1500,0.0000,0.0000,-0.1398
29.700,6.0568,2.0838,-5.2500,-120.6728,2,3,0.1013,-3.4331,0.0000,0.1500,0.0000,0.0000,-0.0659
29.733,6.0585,2.0803,-5.2500,-126.3429,2,3,0.0993,0.2785,0.0000,0.1500,0.0000,0.0000,0.0053
29.767,6.0598,2.0765,-5.2500,-131.8697,2,3,0.0971,3.8386,0.0000,0.1500,0.0000,0.0000,0.0737
29.800,6.0609,2.0725,-5.2500,-137.2353,2,3,0.0947,7.2321,0.0000,0.1500,0.0000,0.0000,0.1388
29.833,6.0616,2.0684,-5.2500,-142.4229,2,3,0.0921,10.4445,0.0000,0.1500,0.0000,0.0000,0.2005
29.867,6.0619,2.0642,-5.2500,-147.4176,2,3,0.0892,13.4630,0.0000,0.1500,0.0000,0.0000,0.2585
29.900,6.0619,2.0599,-5.2500,-152.2058,2,3,0.0861,16.2752,0.0000,0.1500,0.0000,0.0000,0.3125
29.933,6.0615,2.0555,-5.2500,-156.7756,2,3,0.0829,18.8702,0.0000,0.1500,0.0000,0.0000,0.3623
29.967,6.0607,2.0512,-5.2500,-161.1165,2,3,0.0794,21.2376,0.0000,0.1500,0.0000,0.0000,0.4077
30.000,6.0595,2.0468,-5.2500,-165.2199,2,3,0.0757,23.3679,0.0000,0.1500,0.0000,0.0000,0.4486
30.033,6.0580,2.0424,-5.2500,-169.0787,2,3,0.0718,25.2516,0.0000,0.1500,0.0000,0.0000,0.4848
30.067,6.0560,2.0381,-5.2500,-172.6876,2,3,0.0677,26.8799,0.0000,0.1500,0.0000,0.0000,0.5161
30.100,6.0537,2.0338,-5.2500,-176.0429,2,3,0.0635,28.2428,0.0000,0.1500,0.0000,0.0000,0.5422
30.133,6.0510,2.0297,-5.2500,-179.1426,2,3,0.0590,29.3283,0.0000,0.1500,0.0000,0.0000,0.5631
30.167,6.0480,2.0257,-5.2500,178.0136,2,3,0.0544,30.1218,-0.0000,0.1500,0.0000,-0.0000,0.5783
30.200,6.0446,2.0218,-5.2500,175.4240,2,3,0.0496,30.6019,-0.0000,0.1500,0.0000,-0.0000,0.5875
30.233,6.0408,2.0180,-5.2500,173.0854,2,3,0.0446,30.7375,-0.0000,0.1500,0.0000,-0.0000,0.5901
30.267,6.0367,2.0144,-5.2500,170.9922,2,3,0.0394,30.4765,-0.0000,0.1500,0.0000,-0.0000,0.5851
30.300,6.0323,2.0110,-5.2500,169.1368,2,3,0.0341,29.7293,-0.0000,0.1500,0.0000,-0.0000,0.5708
30.333,6.0276,2.0078,-5.2500,167.5086,2,3,0.0286,28.3280,-0.0000,0.1500,0.0000,-0.0000,0.5439
30.367,6.0225,2.0048,-5.2500,166.0936,2,3,0.0230,25.9215,-0.0000,0.1500,0.0000,-0.0000,0.4977
30.400,6.0172,2.0020,-5.2500,164.8717,2,3,0.0173,21.6661,-0.0000,0.1500,0.0000,-0.0000,0.4160
30.433,6.0116,1.9994,-5.2500,163.8121,2,3,0.0116,13.0123,-0.0000,0.1500,0.0000,-0.0000,0.2498
30.467,6.0058,1.9970,-5.2500,162.8583,2,3,0.0065,-10.7780,-0.0000,0.1500,0.0000,-0.0000,-0.2069
30.500,5.9996,1.9948,-5.2500,161.8627,2,3,0.0052,-75.8186,-0.0000,0.1500,0.0000,-0.0000,-0.8000
