time,x,y,z,yaw_deg,onboard_gate_id,onboard_active_gate_id,onboard_phase,referee_active_gate_id,target_name,target_x,target_y,target_z,distance_to_gate,bearing_error,vertical_error,command_surge,command_sway,command_heave,command_yaw
0.600,-4.5615,-0.0031,-5.0453,-2.1232,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.7451,-11.1685,-0.2047,0.9426,0.0000,-0.0921,-0.0877
0.633,-4.5189,-0.0038,-5.0496,-2.3905,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.7033,-11.0955,-0.2004,0.9285,0.0000,-0.0902,-0.0871
0.667,-4.4750,-0.0045,-5.0539,-2.6786,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.6603,-11.0120,-0.1961,0.9139,0.0000,-0.0882,-0.0865
0.700,-4.4300,-0.0054,-5.0584,-2.9870,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.6161,-10.9186,-0.1916,0.8991,0.0000,-0.0862,-0.0858
0.733,-4.3840,-0.0064,-5.0629,-3.3149,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.5710,-10.8163,-0.1871,0.8839,0.0000,-0.0842,-0.0850
0.767,-4.3370,-0.0075,-5.0674,-3.6615,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.5250,-10.7059,-0.1826,0.8684,0.0000,-0.0822,-0.0841
0.800,-4.2892,-0.0088,-5.0721,-4.0261,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.4782,-10.5881,-0.1779,0.8526,0.0000,-0.0801,-0.0832
0.833,-4.2406,-0.0102,-5.0768,-4.4080,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.4307,-10.4639,-0.1732,0.8366,0.0000,-0.0780,-0.0822
0.867,-4.1914,-0.0117,-5.0815,-4.8063,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.3825,-10.3341,-0.1685,0.8203,0.0000,-0.0758,-0.0812
0.900,-4.1416,-0.0135,-5.0863,-5.2204,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.3338,-10.1996,-0.1637,0.8039,0.0000,-0.0737,-0.0801
0.933,-4.0913,-0.0153,-5.0911,-5.6496,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.2846,-10.0614,-0.1589,0.7873,0.0000,-0.0715,-0.0790
0.967,-4.0405,-0.0174,-5.0959,-6.0931,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.2350,-9.9204,-0.1541,0.7705,0.0000,-0.0694,-0.0779
1.000,-3.9894,-0.0196,-5.1007,-6.5502,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.1851,-9.7775,-0.1493,0.7537,0.0000,-0.0672,-0.0768
1.033,-3.9381,-0.0220,-5.1055,-7.0202,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.1349,-9.6337,-0.1445,0.7367,0.0000,-0.0650,-0.0757
1.067,-3.8865,-0.0246,-5.1103,-7.5025,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.0846,-9.4899,-0.1397,0.7196,0.0000,-0.0629,-0.0745
1.100,-3.8348,-0.0274,-5.1151,-7.9963,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,2.0342,-9.3472,-0.1349,0.7025,0.0000,-0.0607,-0.0734
1.133,-3.7830,-0.0304,-5.1199,-8.5011,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.9837,-9.2065,-0.1301,0.6853,0.0000,-0.0585,-0.0723
1.167,-3.7312,-0.0336,-5.1247,-9.0161,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.9332,-9.0689,-0.1253,0.6682,0.0000,-0.0564,-0.0712
1.200,-3.6795,-0.0370,-5.1294,-9.5409,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.8828,-8.9356,-0.1206,0.6510,0.0000,-0.0543,-0.0702
1.233,-3.6278,-0.0406,-5.1341,-10.0748,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.8325,-8.8074,-0.1159,0.6338,0.0000,-0.0521,-0.0692
1.267,-3.5763,-0.0444,-5.1388,-10.6173,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.7824,-8.6857,-0.1112,0.6167,0.0000,-0.0500,-0.0682
1.300,-3.5250,-0.0484,-5.1434,-11.1678,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.7325,-8.5714,-0.1066,0.5996,0.0000,-0.0480,-0.0673
1.333,-3.4739,-0.0527,-5.1480,-11.7259,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.6829,-8.4659,-0.1020,0.5826,0.0000,-0.0459,-0.0665
1.367,-3.4232,-0.0571,-5.1525,-12.2912,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.6336,-8.3703,-0.0975,0.5657,0.0000,-0.0439,-0.0657
1.400,-3.3727,-0.0617,-5.1570,-12.8631,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.5846,-8.2859,-0.0930,0.5488,0.0000,-0.0418,-0.0651
1.433,-3.3227,-0.0665,-5.1614,-13.4414,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.5361,-8.2140,-0.0886,0.5321,0.0000,-0.0399,-0.0645
1.467,-3.2730,-0.0716,-5.1658,-14.0257,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.4880,-8.1561,-0.0842,0.5155,0.0000,-0.0379,-0.0641
1.500,-3.2238,-0.0768,-5.1701,-14.6157,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.4403,-8.1135,-0.0799,0.4991,0.0000,-0.0360,-0.0637
1.533,-3.1751,-0.0822,-5.1743,-15.2111,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.3932,-8.0878,-0.0757,0.4828,0.0000,-0.0341,-0.0635
1.567,-3.1269,-0.0878,-5.1784,-15.8118,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.3466,-8.0806,-0.0716,0.4666,0.0000,-0.0322,-0.0635
1.600,-3.0792,-0.0936,-5.1825,-16.4176,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.3006,-8.0936,-0.0675,0.4507,0.0000,-0.0304,-0.0636
1.633,-3.0321,-0.0995,-5.1865,-17.0284,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.2552,-8.1286,-0.0635,0.4349,0.0000,-0.0286,-0.0638
1.667,-2.9856,-0.1057,-5.1905,-17.6442,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.2105,-8.1877,-0.0595,0.4193,0.0000,-0.0268,-0.0643
1.700,-2.9397,-0.1119,-5.1943,-18.2649,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.1664,-8.2728,-0.0557,0.4040,0.0000,-0.0251,-0.0650
1.733,-2.8944,-0.1184,-5.1981,-18.8908,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.1230,-8.3862,-0.0519,0.3888,0.0000,-0.0234,-0.0659
1.767,-2.8498,-0.1249,-5.2018,-19.5218,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.0803,-8.5305,-0.0482,0.3739,0.0000,-0.0217,-0.0670
1.800,-2.8059,-0.1316,-5.2054,-20.1584,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,1.0384,-8.7082,-0.0446,0.3592,0.0000,-0.0201,-0.0684
1.833,-2.7626,-0.1385,-5.2089,-20.8007,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.9972,-8.9221,-0.0411,0.3448,0.0000,-0.0185,-0.0701
1.867,-2.7201,-0.1454,-5.2123,-21.4491,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.9568,-9.1756,-0.0377,0.3306,0.0000,-0.0170,-0.0721
1.900,-2.6783,-0.1525,-5.2157,-22.1042,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.9173,-9.4720,-0.0343,0.3167,0.0000,-0.0155,-0.0744
1.933,-2.6372,-0.1596,-5.2189,-22.7665,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.8786,-9.8150,-0.0311,0.3030,0.0000,-0.0140,-0.0771
1.967,-2.5969,-0.1669,-5.2221,-23.4367,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.8408,-10.2090,-0.0279,0.2896,0.0000,-0.0126,-0.0802
2.000,-2.5573,-0.1742,-5.2252,-24.1156,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.8038,-10.6584,-0.0248,0.2765,0.0000,-0.0112,-0.0837
2.033,-2.5185,-0.1816,-5.2282,-24.8040,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.7678,-11.1683,-0.0218,0.2530,0.0000,-0.0098,-0.0877
2.067,-2.4805,-0.1891,-5.2311,-25.5030,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.7328,-11.7438,-0.0189,0.2300,0.0000,-0.0085,-0.0922
2.100,-2.4433,-0.1966,-5.2339,-26.2138,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.6988,-12.3900,-0.0161,0.2087,0.0000,-0.0072,-0.0973
2.133,-2.4070,-0.2040,-5.2366,-26.9376,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.6659,-13.1127,-0.0134,0.2000,0.0000,-0.0060,-0.1030
2.167,-2.3716,-0.2115,-5.2393,-27.6760,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.6342,-13.9186,-0.0107,0.2000,0.0000,-0.0048,-0.1093
2.200,-2.3369,-0.2190,-5.2418,-28.4306,1,1,APPROACH,1,approach,-1.8974,-0.6325,-5.2500,0.6035,-14.8158,-0.0082,0.2000,0.0000,-0.0037,-0.1164
2.233,-2.3031,-0.2265,-5.2443,-29.2033,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.2874,40.7609,-0.0057,1.0000,0.0000,-0.0026,-0.0664
2.267,-2.2678,-0.2353,-5.2467,-29.9671,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.2546,41.7354,-0.0033,1.0000,0.0000,-0.0015,-0.0164
2.300,-2.2311,-0.2453,-5.2490,-30.7144,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.2208,42.7171,-0.0010,1.0000,0.0000,-0.0005,0.0336
2.333,-2.1932,-0.2565,-5.2512,-31.4378,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.1860,43.6986,0.0012,1.0000,0.0000,0.0005,0.0836
2.367,-2.1540,-0.2689,-5.2533,-32.1297,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.1505,44.6727,0.0033,1.0000,0.0000,0.0015,0.1336
2.400,-2.1138,-0.2825,-5.2553,-32.7832,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.1142,45.6324,0.0053,1.0000,0.0000,0.0024,0.1836
2.433,-2.0726,-0.2972,-5.2573,-33.3913,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.0774,46.5709,0.0073,0.9811,0.0000,0.0033,0.2336
2.467,-2.0305,-0.3130,-5.2591,-33.9351,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.0400,47.4690,0.0091,0.9559,0.0000,0.0041,0.2836
2.500,-1.9876,-0.3298,-5.2609,-34.3923,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,4.0024,48.3042,0.0109,0.9318,0.0000,0.0049,0.3336
2.533,-1.9440,-0.3476,-5.2625,-34.7420,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.9644,49.0551,0.0125,0.9093,0.0000,0.0056,0.3500
2.567,-1.8997,-0.3663,-5.2641,-34.9720,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.9263,49.7091,0.0141,0.8887,0.0000,0.0064,0.3500
2.600,-1.8550,-0.3859,-5.2657,-35.0853,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.8881,50.2687,0.0157,0.8698,0.0000,0.0070,0.3500
2.633,-1.8098,-0.4062,-5.2671,-35.0848,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.8500,50.7363,0.0171,0.8528,0.0000,0.0077,0.3500
2.667,-1.7643,-0.4272,-5.2684,-34.9734,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.8119,51.1142,0.0184,0.8376,0.0000,0.0083,0.3500
2.700,-1.7184,-0.4489,-5.2697,-34.7538,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.7740,51.4045,0.0197,0.8240,0.0000,0.0089,0.3500
2.733,-1.6722,-0.4712,-5.2709,-34.4287,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.7364,51.6095,0.0209,0.8121,0.0000,0.0094,0.3500
2.767,-1.6258,-0.4940,-5.2720,-34.0008,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.6990,51.7314,0.0220,0.8018,0.0000,0.0099,0.3500
2.800,-1.5792,-0.5173,-5.2730,-33.4726,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.6619,51.7722,0.0230,0.7931,0.0000,0.0104,0.3500
2.833,-1.5325,-0.5410,-5.2740,-32.8466,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.6251,51.7340,0.0240,0.7858,0.0000,0.0108,0.3500
2.867,-1.4855,-0.5650,-5.2749,-32.1254,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.5887,51.6188,0.0249,0.7799,0.0000,0.0112,0.3500
2.900,-1.4384,-0.5894,-5.2757,-31.3112,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.5526,51.4286,0.0257,0.7753,0.0000,0.0116,0.3500
2.933,-1.3911,-0.6140,-5.2765,-30.4065,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.5169,51.1654,0.0265,0.7719,0.0000,0.0119,0.3500
2.967,-1.3437,-0.6389,-5.2771,-29.4134,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.4816,50.8310,0.0271,0.7697,0.0000,0.0122,0.3500
3.000,-1.2961,-0.6638,-5.2778,-28.3342,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.4467,50.4273,0.0278,0.7685,0.0000,0.0125,0.3500
3.033,-1.2484,-0.6889,-5.2783,-27.1710,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.4121,49.9562,0.0283,0.7683,0.0000,0.0127,0.3500
3.067,-1.2004,-0.7141,-5.2788,-25.9259,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.3779,49.4194,0.0288,0.7691,0.0000,0.0130,0.3500
3.100,-1.1522,-0.7392,-5.2793,-24.6010,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.3440,48.8188,0.0293,0.7706,0.0000,0.0132,0.3500
3.133,-1.1038,-0.7643,-5.2796,-23.1983,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.3105,48.1560,0.0296,0.7729,0.0000,0.0133,0.3500
3.167,-1.0552,-0.7893,-5.2800,-21.7197,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.2772,47.4326,0.0300,0.7759,0.0000,0.0135,0.3500
3.200,-1.0063,-0.8142,-5.2802,-20.1672,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.2442,46.6505,0.0302,0.7794,0.0000,0.0136,0.3500
3.233,-0.9571,-0.8389,-5.2805,-18.5425,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.2115,45.8110,0.0305,0.7835,0.0000,0.0137,0.3500
3.267,-0.9076,-0.8633,-5.2806,-16.8475,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.1790,44.9157,0.0306,0.7879,0.0000,0.0138,0.3500
3.300,-0.8578,-0.8874,-5.2807,-15.0839,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.1467,43.9662,0.0307,0.7927,0.0000,0.0138,0.3453
3.333,-0.8077,-0.9111,-5.2808,-13.2549,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.1146,42.9653,0.0308,0.7977,0.0000,0.0139,0.3374
3.367,-0.7571,-0.9344,-5.2808,-11.3648,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.0826,41.9168,0.0308,0.8028,0.0000,0.0139,0.3292
3.400,-0.7062,-0.9572,-5.2808,-9.4175,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.0507,40.8246,0.0308,0.8080,0.0000,0.0139,0.3206
3.433,-0.6549,-0.9795,-5.2808,-7.4173,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,3.0189,39.6925,0.0308,0.8130,0.0000,0.0138,0.3117
3.467,-0.6032,-1.0011,-5.2807,-5.3682,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.9871,38.5244,0.0307,0.8179,0.0000,0.0138,0.3026
3.500,-0.5511,-1.0221,-5.2806,-3.2745,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.9552,37.3238,0.0306,0.8225,0.0000,0.0137,0.2931
3.533,-0.4986,-1.0423,-5.2804,-1.1403,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.9234,36.0946,0.0304,0.8268,0.0000,0.0137,0.2835
3.567,-0.4456,-1.0618,-5.2802,1.0305,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8915,34.8404,0.0302,0.8306,0.0000,0.0136,0.2736
3.600,-0.3923,-1.0803,-5.2800,3.2337,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8595,33.5648,0.0300,0.8340,0.0000,0.0135,0.2636
3.633,-0.3581,-1.0978,-5.2799,8.1042,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8428,29.3889,0.0299,0.8669,0.0000,0.0134,0.2308
3.667,-0.3545,-1.1168,-5.2798,18.2681,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8516,19.5730,0.0298,0.9404,0.0000,0.0134,0.1808
3.700,-0.3483,-1.1343,-5.2797,28.2363,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8575,9.9569,0.0297,0.9851,0.0000,0.0133,0.1308
3.733,-0.3399,-1.1498,-5.2795,37.9871,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8605,0.5543,0.0295,1.0000,0.0000,0.0133,0.0000
3.767,-0.3294,-1.1628,-5.2794,47.4957,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8605,-8.6186,0.0294,0.9899,0.0000,0.0132,-0.0500
3.800,-0.3173,-1.1733,-5.2793,56.7538,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8577,-17.5616,0.0293,0.9536,0.0000,0.0132,-0.1000
3.833,-0.3040,-1.1809,-5.2791,65.7501,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8523,-26.2705,0.0291,0.8952,0.0000,0.0131,-0.1500
3.867,-0.2890,-1.1890,-5.2791,73.5427,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8458,-33.7440,0.0291,0.8282,0.0000,0.0131,-0.2000
3.900,-0.2751,-1.2002,-5.2792,78.8801,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8424,-38.7286,0.0292,0.7761,0.0000,0.0131,-0.2500
3.933,-0.2607,-1.2102,-5.2796,83.6349,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8379,-43.1430,0.0296,0.7247,0.0000,0.0133,-0.3000
3.967,-0.2460,-1.2182,-5.2801,87.9141,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8319,-47.1051,0.0301,0.6747,0.0000,0.0135,-0.3500
4.000,-0.2331,-1.2270,-5.2799,91.5701,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8280,-50.4558,0.0299,0.6302,0.0000,0.0134,-0.3500
4.033,-0.2216,-1.2344,-5.2795,93.7303,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8242,-52.3501,0.0295,0.6038,0.0000,0.0133,-0.3500
4.067,-0.2115,-1.2407,-5.2789,95.7575,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8208,-54.1456,0.0289,0.5783,0.0000,0.0130,-0.3500
4.100,-0.2028,-1.2462,-5.2780,97.6406,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8179,-55.8276,0.0280,0.5540,0.0000,0.0126,-0.3500
4.133,-0.1954,-1.2509,-5.2767,99.3880,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8156,-57.4023,0.0267,0.5309,0.0000,0.0120,-0.3500
4.167,-0.1887,-1.2546,-5.2752,100.8900,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8130,-58.7575,0.0252,0.5107,0.0000,0.0113,-0.3500
4.200,-0.1835,-1.2578,-5.2741,102.0399,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8114,-59.7884,0.0241,0.4951,0.0000,0.0109,-0.3500
4.233,-0.1794,-1.2604,-5.2736,102.8511,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8100,-60.5041,0.0236,0.4842,0.0000,0.0106,-0.3500
4.267,-0.1764,-1.2623,-5.2732,103.5024,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8091,-61.0864,0.0232,0.4754,0.0000,0.0105,-0.3500
4.300,-0.1744,-1.2635,-5.2732,103.9402,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8085,-61.4776,0.0232,0.4694,0.0000,0.0104,-0.3500
4.333,-0.1732,-1.2641,-5.2734,104.1740,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8080,-61.6853,0.0234,0.4662,0.0000,0.0105,-0.3500
4.367,-0.1728,-1.2642,-5.2738,104.2211,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8077,-61.7255,0.0238,0.4655,0.0000,0.0107,-0.3500
4.400,-0.1731,-1.2638,-5.2745,104.0957,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8077,-61.6108,0.0245,0.4672,0.0000,0.0110,-0.3500
4.433,-0.1741,-1.2629,-5.2754,103.8107,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8078,-61.3526,0.0254,0.4711,0.0000,0.0114,-0.3500
4.467,-0.1757,-1.2615,-5.2764,103.3772,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8081,-60.9613,0.0264,0.4771,0.0000,0.0119,-0.3500
4.500,-0.1780,-1.2600,-5.2774,102.8169,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8088,-60.4560,0.0274,0.4847,0.0000,0.0123,-0.3500
4.533,-0.1810,-1.2582,-5.2782,102.1669,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8098,-59.8742,0.0282,0.4936,0.0000,0.0127,-0.3500
4.567,-0.1847,-1.2563,-5.2787,101.4363,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8113,-59.2241,0.0287,0.5035,0.0000,0.0129,-0.3500
4.600,-0.1889,-1.2539,-5.2791,100.5831,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8128,-58.4629,0.0291,0.5149,0.0000,0.0131,-0.3500
4.633,-0.1933,-1.2512,-5.2795,99.6199,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8142,-57.6029,0.0295,0.5277,0.0000,0.0133,-0.3500
4.667,-0.1981,-1.2480,-5.2797,98.5343,1,1,TRANSIT,1,exit,1.8974,0.6325,-5.2500,2.8157,-56.6306,0.0297,0.5421,0.0000,0.0134,-0.3500
