time,event,gate_id,details
25.167,collision,3,referee_active_gate_id=3
25.200,collision,3,referee_active_gate_id=3
25.233,collision,3,referee_active_gate_id=3
25.267,collision,3,referee_active_gate_id=3
25.300,collision,3,referee_active_gate_id=3
25.333,collision,3,referee_active_gate_id=3
25.367,collision,3,referee_active_gate_id=3
25.400,collision,3,referee_active_gate_id=3
25.433,collision,3,referee_active_gate_id=3
25.467,collision,3,referee_active_gate_id=3
25.500,collision,3,referee_active_gate_id=3
25.533,collision,3,referee_active_gate_id=3
25.567,collision,3,referee_active_gate_id=3
25.600,collision,3,referee_active_gate_id=3
25.633,collision,3,referee_active_gate_id=3
25.667,collision,3,referee_active_gate_id=3
25.700,collision,3,referee_active_gate_id=3
25.733,collision,3,referee_active_gate_id=3
25.767,collision,3,referee_active_gate_id=3
25.800,collision,3,referee_active_gate_id=3
25.833,collision,3,referee_active_gate_id=3
25.867,collision,3,referee_active_gate_id=3
25.900,collision,3,referee_active_gate_id=3
25.933,collision,3,referee_active_gate_id=3
25.967,collision,3,referee_active_gate_id=3
26.000,collision,3,referee_active_gate_id=3
26.033,collision,3,referee_active_gate_id=3
26.067,collision,3,referee_active_gate_id=3
26.100,collision,3,referee_active_gate_id=3
26.133,collision,3,referee_active_gate_id=3
26.167,collision,3,referee_active_gate_id=3
26.200,collision,3,referee_active_gate_id=3
26.233,collision,3,referee_active_gate_id=3
26.267,collision,3,referee_active_gate_id=3
26.300,collision,3,referee_active_gate_id=3
26.333,collision,3,referee_active_gate_id=3
26.367,collision,3,referee_active_gate_id=3
26.400,collision,3,referee_active_gate_id=3
26.433,collision,3,referee_active_gate_id=3
26.467,collision,3,referee_active_gate_id=3
26.500,collision,3,referee_active_gate_id=3
26.533,collision,3,referee_active_gate_id=3
26.567,collision,3,referee_active_gate_id=3
26.600,collision,3,referee_active_gate_id=3
26.633,collision,3,referee_active_gate_id=3
26.667,collision,3,referee_active_gate_id=3
26.700,collision,3,referee_active_gate_id=3
26.733,collision,3,referee_active_gate_id=3
26.767,collision,3,referee_active_gate_id=3
26.800,collision,3,referee_active_gate_id=3
26.833,collision,3,referee_active_gate_id=3
26.867,collision,3,referee_active_gate_id=3
26.900,collision,3,referee_active_gate_id=3
26.933,collision,3,referee_active_gate_id=3
26.967,collision,3,referee_active_gate_id=3
27.000,collision,3,referee_active_gate_id=3
27.033,collision,3,referee_active_gate_id=3
27.067,collision,3,referee_active_gate_id=3
27.100,collision,3,referee_active_gate_id=3
27.133,collision,3,referee_active_gate_id=3
27.167,collision,3,referee_active_gate_id=3
27.200,collision,3,referee_active_gate_id=3
27.233,collision,3,referee_active_gate_id=3
27.267,collision,3,referee_active_gate_id=3
27.300,collision,3,referee_active_gate_id=3
27.333,collision,3,referee_active_gate_id=3
27.367,collision,3,referee_active_gate_id=3
27.400,collision,3,referee_active_gate_id=3
27.433,collision,3,referee_active_gate_id=3
27.467,collision,3,referee_active_gate_id=3
27.500,collision,3,referee_active_gate_id=3
27.533,collision,3,referee_active_gate_id=3
27.567,collision,3,referee_active_gate_id=3
27.600,collision,3,referee_active_gate_id=3
27.633,collision,3,referee_active_gate_id=3
27.667,collision,3,referee_active_gate_id=3
27.700,collision,3,referee_active_gate_id=3
27.733,collision,3,referee_active_gate_id=3
27.767,collision,3,referee_active_gate_id=3
27.800,collision,3,referee_active_gate_id=3
27.833,collision,3,referee_active_gate_id=3
27.867,collision,3,referee_active_gate_id=3
27.900,collision,3,referee_active_gate_id=3
27.933,collision,3,referee_active_gate_id=3
27.967,collision,3,referee_active_gate_id=3
28.000,collision,3,referee_active_gate_id=3
28.033,collision,3,referee_active_gate_id=3
28.067,collision,3,referee_active_gate_id=3
28.100,collision,3,referee_active_gate_id=3
28.133,collision,3,referee_active_gate_id=3
28.167,collision,3,referee_active_gate_id=3
28.200,collision,3,referee_active_gate_id=3
28.233,collision,3,referee_active_gate_id=3
28.267,collision,3,referee_active_gate_id=3
28.300,collision,3,referee_active_gate_id=3
28.333,collision,3,referee_active_gate_id=3
28.367,collision,3,referee_active_gate_id=3
28.400,collision,3,referee_active_gate_id=3
28.433,collision,3,referee_active_gate_id=3
28.467,collision,3,referee_active_gate_id=3
28.500,collision,3,referee_active_gate_id=3
28.533,collision,3,referee_active_gate_id=3
28.567,collision,3,referee_active_gate_id=3
28.600,collision,3,referee_active_gate_id=3
28.633,collision,3,referee_active_gate_id=3
28.667,collision,3,referee_active_gate_id=3
28.700,collision,3,referee_active_gate_id=3
28.733,collision,3,referee_active_gate_id=3
28.767,collision,3,referee_active_gate_id=3
28.800,collision,3,referee_active_gate_id=3
28.833,collision,3,referee_active_gate_id=3
28.867,collision,3,referee_active_gate_id=3
28.900,collision,3,referee_active_gate_id=3
28.933,collision,3,referee_active_gate_id=3
28.967,collision,3,referee_active_gate_id=3
29.000,collision,3,referee_active_gate_id=3
29.033,collision,3,referee_active_gate_id=3
29.067,collision,3,referee_active_gate_id=3
29.100,collision,3,referee_active_gate_id=3
29.133,collision,3,referee_active_gate_id=3
29.167,collision,3,referee_active_gate_id=3
29.200,collision,3,referee_active_gate_id=3
29.233,collision,3,referee_active_gate_id=3
29.267,collision,3,referee_active_gate_id=3
29.300,collision,3,referee_active_gate_id=3
29.333,collision,3,referee_active_gate_id=3
29.367,collision,3,referee_active_gate_id=3
29.400,collision,3,referee_active_gate_id=3
29.433,collision,3,referee_active_gate_id=3
29.467,collision,3,referee_active_gate_id=3
29.500,collision,3,referee_active_gate_id=3
29.533,collision,3,referee_active_gate_id=3
29.567,collision,3,referee_active_gate_id=3
29.600,collision,3,referee_active_gate_id=3
29.633,collision,3,referee_active_gate_id=3
29.667,collision,3,referee_active_gate_id=3
29.700,collision,3,referee_active_gate_id=3
29.733,collision,3,referee_active_gate_id=3
29.767,collision,3,referee_active_gate_id=3
29.800,collision,3,referee_active_gate_id=3
29.833,collision,3,referee_active_gate_id=3
29.867,collision,3,referee_active_gate_id=3
29.900,collision,3,referee_active_gate_id=3
29.933,collision,3,referee_active_gate_id=3
29.967,collision,3,referee_active_gate_id=3
30.000,collision,3,referee_active_gate_id=3
30.033,collision,3,referee_active_gate_id=3
30.067,collision,3,referee_active_gate_id=3
30.100,collision,3,referee_active_gate_id=3
30.133,collision,3,referee_active_gate_id=3
30.167,collision,3,referee_active_gate_id=3
30.200,collision,3,referee_active_gate_id=3
30.233,collision,3,referee_active_gate_id=3
30.267,collision,3,referee_active_gate_id=3
30.300,collision,3,referee_active_gate_id=3
30.333,collision,3,referee_active_gate_id=3
30.367,collision,3,referee_active_gate_id=3
30.400,collision,3,referee_active_gate_id=3
30.433,collision,3,referee_active_gate_id=3
30.467,collision,3,referee_active_gate_id=3
30.500,collision,3,referee_active_gate_id=3
30.533,collision,3,referee_active_gate_id=3
30.567,collision,3,referee_active_gate_id=3
30.600,collision,3,referee_active_gate_id=3
30.633,collision,3,referee_active_gate_id=3
30.667,collision,3,referee_active_gate_id=3
30.700,collision,3,referee_active_gate_id=3
30.733,collision,3,referee_active_gate_id=3
30.767,collision,3,referee_active_gate_id=3
30.800,collision,3,referee_active_gate_id=3
30.833,collision,3,referee_active_gate_id=3
30.867,collision,3,referee_active_gate_id=3
30.900,collision,3,referee_active_gate_id=3
30.933,collision,3,referee_active_gate_id=3
30.967,collision,3,referee_active_gate_id=3
31.000,collision,3,referee_active_gate_id=3
31.033,collision,3,referee_active_gate_id=3
31.067,collision,3,referee_active_gate_id=3
