time,x,y,z,yaw_deg,onboard_gate_id,onboard_active_gate_id,onboard_phase,referee_active_gate_id,target_name,target_x,target_y,target_z,distance_to_gate,bearing_error,vertical_error,command_source,command_surge,command_sway,command_heave,command_yaw,vision_found,vision_confidence,vision_x_error,vision_y_error,vision_area,vision_angle
20.067,15.2651,-2.2251,-5.2793,-22.2721,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.8295,37.1220,0.0293,vision,0.0800,0.1453,-0.1371,0.0467,true,0.9534,0.5188,0.3917,0.2928,0.0000
20.100,15.2978,-2.2375,-5.2827,-21.0014,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.8013,36.2667,0.0327,fallback_beacon,0.7905,0.5500,0.0147,0.1582,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.133,15.3316,-2.2493,-5.2859,-19.7373,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.7719,35.4226,0.0359,vision,0.0800,0.1566,-0.1356,0.0503,true,0.9598,0.5594,0.3875,0.2699,0.0000
20.167,15.3644,-2.2605,-5.2894,-18.4889,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.7434,34.5837,0.0394,fallback_beacon,0.7905,0.5500,0.0177,0.1509,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.200,15.3984,-2.2710,-5.2927,-17.2478,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.7138,33.7559,0.0427,vision,0.1600,0.1715,-0.1342,0.0551,true,0.8919,0.6125,0.3833,0.2390,0.0000
20.233,15.4317,-2.2810,-5.2963,-16.0203,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.6849,32.9337,0.0463,fallback_beacon,0.7887,0.5500,0.0208,0.1437,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.267,15.4661,-2.2903,-5.2997,-14.8006,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.6548,32.1222,0.0497,vision,0.1600,0.1925,-0.1342,0.0619,true,0.8031,0.6875,0.3833,0.1927,0.0000
20.300,15.4997,-2.2990,-5.3033,-13.5919,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.6254,31.3129,0.0533,fallback_beacon,0.7850,0.5500,0.0240,0.1366,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.333,15.5345,-2.3069,-5.3068,-12.3917,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5948,30.5140,0.0568,vision,0.1600,-0.1803,0.0321,-0.0579,true,0.6292,-0.6438,-0.0917,0.0063,10.6197
20.367,15.5683,-2.3151,-5.3100,-11.2398,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5653,29.7700,0.0600,fallback_beacon,0.7794,0.5500,0.0270,0.1299,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.400,15.6032,-2.3224,-5.3130,-10.0962,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5347,29.0345,0.0630,vision,0.1600,-0.2056,0.0000,-0.0661,true,0.7185,-0.7344,-0.0375,0.0133,0.0000
20.433,15.6167,-2.3330,-5.3142,-7.8336,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5255,27.0994,0.0642,fallback_beacon,0.7869,0.5177,0.0289,0.1182,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.467,15.6185,-2.3402,-5.3154,-2.4237,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5262,21.8567,0.0654,vision,0.1600,-0.1829,0.0000,-0.0588,true,0.7210,-0.6531,-0.0333,0.0121,0.0000
20.500,15.6207,-2.3475,-5.3164,2.8330,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5266,16.7733,0.0664,fallback_beacon,0.8467,0.3281,0.0299,0.0732,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.533,15.6164,-2.3572,-5.3169,5.1950,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5339,14.5838,0.0669,vision,0.1600,-0.1146,0.0000,-0.0368,true,0.7251,-0.4094,-0.0333,0.0085,0.0000
20.567,15.6100,-2.3672,-5.3173,5.9728,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5433,13.9710,0.0673,fallback_beacon,0.8638,0.2763,0.0303,0.0610,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.600,15.6065,-2.3761,-5.3177,6.7407,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5497,13.3646,0.0677,vision,0.1600,-0.0971,0.0000,-0.0312,true,0.7248,-0.3469,-0.0250,0.0085,0.0000
20.633,15.6037,-2.3849,-5.3180,7.4796,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5554,12.7881,0.0680,fallback_beacon,0.8722,0.2545,0.0306,0.0558,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.667,15.6035,-2.3925,-5.3182,8.2089,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5582,12.2180,0.0682,vision,0.1600,-0.0892,0.0000,-0.0287,true,0.6981,-0.3187,-0.0167,0.0081,0.0000
20.700,15.6039,-2.4000,-5.3184,8.9111,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5605,11.6758,0.0684,fallback_beacon,0.8776,0.2332,0.0308,0.0509,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.733,15.6069,-2.4064,-5.3184,9.6040,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5599,11.1400,0.0684,vision,0.1600,-0.0823,0.0000,-0.0264,true,0.7119,-0.2938,-0.0125,0.0078,0.0000
20.767,15.6097,-2.4124,-5.3184,10.2920,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5594,10.5997,0.0684,fallback_beacon,0.8805,0.2119,0.0308,0.0462,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.800,15.6094,-2.4152,-5.3174,11.0151,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5607,9.9331,0.0674,vision,0.1600,-0.0744,0.0000,-0.0239,true,0.6976,-0.2656,-0.0125,0.0075,0.0000
20.833,15.6087,-2.4179,-5.3163,11.4833,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5622,9.5154,0.0663,fallback_beacon,0.8844,0.1906,0.0299,0.0415,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.867,15.6084,-2.4190,-5.3156,11.7626,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5629,9.2582,0.0656,vision,0.1600,-0.0691,0.0000,-0.0222,true,0.6976,-0.2469,-0.0292,0.0075,0.0000
20.900,15.6081,-2.4201,-5.3152,11.9613,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5636,9.0791,0.0652,fallback_beacon,0.8860,0.1820,0.0293,0.0396,false,0.0000,0.0000,0.0000,0.0000,0.0000
20.933,15.6083,-2.4201,-5.3150,11.9523,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5634,9.0896,0.0650,vision,0.1600,-0.0656,0.0000,-0.0211,true,0.6763,-0.2344,-0.0333,0.0078,0.0000
20.967,15.6084,-2.4200,-5.3150,11.8972,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5633,9.1435,0.0650,fallback_beacon,0.8858,0.1833,0.0293,0.0399,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.000,15.6087,-2.4189,-5.3151,11.6433,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5626,9.3769,0.0651,vision,0.1600,-0.0656,0.0000,-0.0211,true,0.6777,-0.2344,-0.0333,0.0105,0.0000
21.033,15.6091,-2.4178,-5.3152,11.3839,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5619,9.6165,0.0652,fallback_beacon,0.8841,0.1926,0.0293,0.0420,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.067,15.6097,-2.4159,-5.3152,10.9192,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5605,10.0457,0.0652,vision,0.1600,-0.0691,0.0000,-0.0222,true,0.6952,-0.2469,-0.0292,0.0075,0.0000
21.100,15.6104,-2.4140,-5.3154,10.4666,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5593,10.4651,0.0654,fallback_beacon,0.8808,0.2092,0.0294,0.0457,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.133,15.6114,-2.4113,-5.3154,9.8328,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5574,11.0501,0.0654,vision,0.1600,-0.0735,0.0000,-0.0236,true,0.7150,-0.2625,-0.0292,0.0078,0.0000
21.167,15.6123,-2.4088,-5.3155,9.2347,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5556,11.6020,0.0655,fallback_beacon,0.8762,0.2313,0.0295,0.0506,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.200,15.6136,-2.4055,-5.3154,8.4387,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5532,12.3391,0.0654,vision,0.1600,-0.0805,0.0000,-0.0259,true,0.7204,-0.2875,-0.0292,0.0078,0.0000
21.233,15.6148,-2.4023,-5.3154,7.6979,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5510,13.0244,0.0654,fallback_beacon,0.8699,0.2587,0.0295,0.0568,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.267,15.6165,-2.3985,-5.3154,6.7593,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5481,13.8948,0.0654,vision,0.1600,-0.0892,0.0000,-0.0287,true,0.7220,-0.3187,-0.0292,0.0078,0.0000
21.300,15.6180,-2.3949,-5.3155,5.8898,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5454,14.7014,0.0655,fallback_beacon,0.8617,0.2907,0.0295,0.0641,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.333,15.6200,-2.3906,-5.3155,4.8236,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5420,15.6918,0.0655,vision,0.1600,-0.0989,0.0000,-0.0318,true,0.7126,-0.3531,-0.0333,0.0085,0.0000
21.367,15.6219,-2.3866,-5.3156,3.8352,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5388,16.6111,0.0656,fallback_beacon,0.8515,0.3266,0.0295,0.0725,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.400,15.6243,-2.3819,-5.3156,2.6570,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5349,17.7078,0.0656,vision,0.1600,-0.1094,0.0000,-0.0352,true,0.7168,-0.3906,-0.0250,0.0085,0.0000
21.433,15.6265,-2.3775,-5.3157,1.5666,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5313,18.7239,0.0657,fallback_beacon,0.8391,0.3657,0.0295,0.0817,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.467,15.6294,-2.3724,-5.3156,0.2712,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5269,19.9334,0.0656,vision,0.1600,-0.1225,0.0000,-0.0394,true,0.7195,-0.4375,-0.0292,0.0091,0.0000
21.500,15.6296,-2.3677,-5.3155,0.0428,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5251,20.0638,0.0655,fallback_beacon,0.8301,0.3898,0.0295,0.0875,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.533,15.6290,-2.3655,-5.3151,-0.5492,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5249,20.6024,0.0651,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7399,-0.4719,-0.0292,0.0095,0.0000
21.567,15.6279,-2.3637,-5.3146,-0.9997,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5252,21.0065,0.0646,fallback_beacon,0.8251,0.4074,0.0291,0.0917,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.600,15.6273,-2.3622,-5.3145,-1.3860,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,21.3556,0.0645,vision,0.1600,-0.1383,0.0000,-0.0444,true,0.7334,-0.4938,-0.0333,0.0102,0.0000
21.633,15.6267,-2.3611,-5.3146,-1.6873,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5255,21.6293,0.0646,fallback_beacon,0.8217,0.4189,0.0291,0.0944,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.667,15.6262,-2.3604,-5.3147,-1.8812,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5257,21.8041,0.0647,vision,0.1600,-0.1426,0.0000,-0.0458,true,0.7201,-0.5094,-0.0333,0.0098,0.0000
21.700,15.6260,-2.3599,-5.3148,-2.0069,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5257,21.9182,0.0648,fallback_beacon,0.8201,0.4243,0.0292,0.0956,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.733,15.6260,-2.3597,-5.3148,-2.0430,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5258,21.9500,0.0648,vision,0.1600,-0.1444,0.0000,-0.0464,true,0.7184,-0.5156,-0.0333,0.0098,0.0000
21.767,15.6260,-2.3598,-5.3149,-2.0202,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5258,21.9299,0.0649,fallback_beacon,0.8200,0.4245,0.0292,0.0957,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.800,15.6262,-2.3602,-5.3148,-1.9248,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5257,21.8436,0.0648,vision,0.1600,-0.1444,0.0000,-0.0464,true,0.7033,-0.5156,-0.0333,0.0098,0.0000
21.833,15.6264,-2.3608,-5.3148,-1.7805,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5257,21.7144,0.0648,fallback_beacon,0.8213,0.4205,0.0291,0.0947,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.867,15.6268,-2.3616,-5.3147,-1.5719,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5256,21.5265,0.0647,vision,0.1600,-0.1426,0.0000,-0.0458,true,0.7030,-0.5094,-0.0333,0.0098,0.0000
21.900,15.6273,-2.3627,-5.3146,-1.3258,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5255,21.3063,0.0646,fallback_beacon,0.8235,0.4129,0.0291,0.0930,false,0.0000,0.0000,0.0000,0.0000,0.0000
21.933,15.6279,-2.3639,-5.3146,-1.0173,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5253,21.0280,0.0646,vision,0.1600,-0.1409,0.0000,-0.0453,true,0.7189,-0.5031,-0.0333,0.0098,0.0000
21.967,15.6286,-2.3652,-5.3145,-0.6745,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5252,20.7195,0.0645,fallback_beacon,0.8266,0.4020,0.0290,0.0904,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.000,15.6294,-2.3667,-5.3145,-0.2801,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5249,20.3635,0.0645,vision,0.1600,-0.1356,0.0000,-0.0436,true,0.7373,-0.4844,-0.0375,0.0095,0.0000
22.033,15.6297,-2.3683,-5.3144,-0.1592,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5252,20.2779,0.0644,fallback_beacon,0.8290,0.3938,0.0290,0.0885,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.067,15.6300,-2.3692,-5.3144,0.0021,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5252,20.1393,0.0644,vision,0.1600,-0.1339,0.0000,-0.0430,true,0.7342,-0.4781,-0.0375,0.0095,0.0000
22.100,15.6299,-2.3699,-5.3144,0.0832,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5256,20.0705,0.0644,fallback_beacon,0.8303,0.3900,0.0290,0.0876,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.133,15.6300,-2.3696,-5.3144,0.0176,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5253,20.1316,0.0644,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7175,-0.4719,-0.0375,0.0095,0.0000
22.167,15.6300,-2.3696,-5.3144,0.0087,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5253,20.1397,0.0644,fallback_beacon,0.8298,0.3913,0.0290,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.200,15.6300,-2.3695,-5.3143,-0.0211,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5253,20.1680,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7172,-0.4719,-0.0375,0.0095,0.0000
22.233,15.6300,-2.3696,-5.3143,0.0059,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5253,20.1437,0.0643,fallback_beacon,0.8298,0.3913,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.267,15.6300,-2.3696,-5.3143,-0.0167,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5253,20.1665,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7149,-0.4719,-0.0375,0.0095,0.0000
22.300,15.6300,-2.3698,-5.3143,0.0058,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1474,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.333,15.6300,-2.3697,-5.3143,-0.0115,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1629,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7355,-0.4719,-0.0375,0.0095,0.0000
22.367,15.6300,-2.3698,-5.3143,0.0077,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1455,0.0643,fallback_beacon,0.8298,0.3914,0.0290,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.400,15.6300,-2.3697,-5.3143,-0.0137,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5253,20.1649,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7136,-0.4719,-0.0333,0.0091,0.0000
22.433,15.6300,-2.3698,-5.3143,0.0070,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1462,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.467,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7128,-0.4719,-0.0333,0.0091,0.0000
22.500,15.6300,-2.3698,-5.3143,0.0072,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.533,15.6300,-2.3697,-5.3143,-0.0135,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7131,-0.4719,-0.0333,0.0091,0.0000
22.567,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.600,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.7110,-0.4719,-0.0333,0.0091,0.0000
22.633,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.667,15.6300,-2.3697,-5.3143,-0.0135,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.6986,-0.4719,-0.0333,0.0091,0.0000
22.700,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.733,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.6990,-0.4719,-0.0333,0.0091,0.0000
22.767,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.800,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.6937,-0.4719,-0.0333,0.0091,0.0000
22.833,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.867,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.6641,-0.4719,-0.0292,0.0088,0.0000
22.900,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
22.933,15.6300,-2.3697,-5.3143,-0.0135,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5755,-0.4719,-0.0042,0.0067,0.0000
22.967,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.000,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5739,-0.4719,-0.0042,0.0067,0.0000
23.033,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.067,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5739,-0.4719,-0.0042,0.0067,0.0000
23.100,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.133,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5731,-0.4719,-0.0042,0.0067,0.0000
23.167,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.200,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5727,-0.4719,-0.0042,0.0067,0.0000
23.233,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.267,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5723,-0.4719,-0.0042,0.0067,0.0000
23.300,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.333,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5731,-0.4719,-0.0042,0.0067,0.0000
23.367,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.400,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5731,-0.4719,-0.0042,0.0067,0.0000
23.433,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.467,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5735,-0.4719,-0.0042,0.0067,0.0000
23.500,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.533,15.6300,-2.3697,-5.3143,-0.0136,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.5729,-0.4719,-0.0042,0.0067,0.0000
23.567,15.6300,-2.3698,-5.3143,0.0071,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1460,0.0643,fallback_beacon,0.8298,0.3914,0.0289,0.0879,false,0.0000,0.0000,0.0000,0.0000,0.0000
23.600,15.6300,-2.3697,-5.3143,-0.0135,3,3,TRANSIT,3,exit,18.0000,-1.5000,-5.2500,2.5254,20.1648,0.0643,vision,0.1600,-0.1321,0.0000,-0.0425,true,0.6488,-0.4719,-0.0250,0.0084,0.0000
